,image_name, comment_number, comment
1531,2186361690.jpg,2, A child runs on a dirt path along the street .
1532,1077546505.jpg,3, A boy in blue shorts slides down a slide into a pool .
1533,4786476156.jpg,0, A man with an orange shirt and sunglasses along with a young boy and train conductor ride a children 's train through a park .
1534,3209966887.jpg,2, A person drawing Chinese characters with his feet .
1535,2572815587.jpg,2, President Bush delivers a speech to a large audience .
1536,261634569.jpg,3, Two ladies are sitting and are watching something .
1537,2852672275.jpg,3, A man with a pen and paper checking stock .
1538,2711209368.jpg,3," A large , towering city statue at night ."
1539,2050742372.jpg,4, A man with a red t-shirt is dancing .
1540,225434569.jpg,4, Man in white shirt and shorts painting
1541,6715658033.jpg,4, A passenger in a car painting her nails .
1542,1355935187.jpg,3, A small white dog running out of a tent .
1543,3499720588.jpg,0," A man playing his guitar on the street , surrounded by buildings and streetlights ."
1544,146098876.jpg,3, A group of children in blue uniforms walk to class .
1545,4570419406.jpg,4, A woman is throwing bead necklaces out the window .
1546,1812525037.jpg,0," The two young children are in black and white face paint and costumes while riding in a stroller , they are being pushed by a man also in face paint and a costume"
1547,264141937.jpg,0," A woman wearing dollar sign glasses , holding a dollar bill , stands with a suitcase that says "" Lucky "" that is overflowing with cash ."
1548,11338041.jpg,4, A group of people entering a building .
1549,4784638712.jpg,3, Woman walking up the stairs in a art gallery .
1550,247778426.jpg,3, A dog plays in water .
1551,2724772157.jpg,0, A young Asian girl is wearing a pink dress and holding an umbrella even though it is not raining .
1552,3210944038.jpg,2, A man in a camouflage jacket pulling a little girl in a light purple jacket with pink beanie on a sled through the snow with an ATV .
1553,2921578694.jpg,1, Someone having fun on their surfboard in the clear blue ocean .
1554,673806038.jpg,0, A boy in a green wetsuit takes his turn in a water sprinkler and a group of others wait .
1555,2176364472.jpg,0," The large , dark colored dog is doing a climbing stunt outdoors , while a man watches ."
1556,2098174172.jpg,0, The man wears a green hat and jacket while standing in front of a mountain .
1557,6271381770.jpg,4, A little girl in a hat sits under a grocery cart .
1558,6274309052.jpg,1, A woman in a white T-shirt and a boy in a turquoise shirt are looking in the freezer section of a store .
1559,236095034.jpg,3, People are climbing a rock face .
1560,7197722562.jpg,4," A team , wearing white , celebrates winning ."
1561,2735833682.jpg,3, Blue and white drapes hanging down .
1562,3612989048.jpg,4, Girl with long striped socks riding a bike .
1563,2096771662.jpg,1, two people standing next to each other with mountains in the distance .
1564,2690274918.jpg,3, A man in a white shirt mixes liquid in a bowl .
1565,54501196.jpg,1, A backpacker in the mountains using his hiking stick to point at a glacier .
1566,4376216802.jpg,4, Barefooted woman is spinning yarn .
1567,563803038.jpg,4, A man is chopping up a roast pig .
1568,2349645589.jpg,1, A person is walking their dog on a leash while a child in a red shirt rides by on a skateboard
1569,4562771403.jpg,4, A pedestrian adjusting shoes and accessories .
1570,1021332107.jpg,2," A middle-aged man with a white beard and glasses holds up a small , wooden handmade cabinet ."
1571,2955693752.jpg,3, A group of men in ethnic dress are dancing .
1572,411008311.jpg,0, A group of people in formal attire are in the background and a man in a white shirt with khaki pants jumps from the dirt road to the green grass .
1573,6811962907.jpg,3, A blue race car is parked on the road .
1574,5442112383.jpg,0," Female toddler in a pink dress , scarf and headband presses her hand against and looks through a plate glass window why holding a toy and sucking on a pacifier ."
1575,3405113041.jpg,4, A large bird is flying over water .
1576,7789878742.jpg,1," An Olympic athlete is navigating a slalom course in a kayak , carefully maneuvering around two striped poles ."
1577,502171786.jpg,1, Here is a picture of an ashtray and glasses on top of a checkered table .
1578,418207489.jpg,3, A man and a woman are shopping at a large hardware warehouse store .
1579,181343499.jpg,2, Men are sitting on steps and a young woman is walking by .
1580,3527524436.jpg,3, Figure dressed in a black tutu is on jet-skis .
1581,4723023590.jpg,2, A man wearing an apron cooking pasta in a kitchen .
1582,2480664591.jpg,4, Two people row a boat .
1583,2483495637.jpg,0, A dark-haired girl in a spotted shirt is pointing at a picture while sitting next to a boy in a purple shirt and jeans .
1584,4568884740.jpg,1, A young girl jumps high with the help of her bungie harness device and a safety spotter .
1585,7281664064.jpg,1, Two women playing badminton with trees in the background .
1586,3319020762.jpg,4, Two people are in the waves .
1587,2430234766.jpg,3, Multiple Dancers performing on stage .
1588,3188802591.jpg,0, A man focuses on the reflection of his head in the mirror as he shaves it .
1589,469969326.jpg,1, A woman carrying a backpack sits on a rocky ledge overlooking the water .
1590,3655092860.jpg,3, A couple dressed in formal wear is kissing by a lake .
1591,2059842472.jpg,2, A baby crawls on asphalt against a blue sky .
1592,3722507770.jpg,1, A boy is doing tricks on his bike as he flies in the air .
1593,3970078088.jpg,3, A sidewalk cafe patron relaxes and drinks bottled water .
1594,2882743431.jpg,1, One dog makes a playful bite on another dog .
1595,4702713514.jpg,2, Two young boys looking at comic books on a couch .
1596,230339366.jpg,2, An elderly woman taking part in a ceremony .
1597,26685105.jpg,4, An older couple cooking in the kitchen .
1598,2339331195.jpg,4, Boy welding with little protection .
1599,5970298083.jpg,4, A little boy aims a basketball at the hoop .
1600,488030111.jpg,4, A small child going up a set of stairs .
1601,3349968447.jpg,1, A white dog runs through the snow with a Mountain-Dew bottle .
1602,3723727436.jpg,1, An in shape woman is pole vaulting successfully and is next to a track and field .
1603,4169121436.jpg,0, This is an outdoor vegetable market in possibly Southeast Asia where please are selling their fruits and vegetables .
1604,4965437220.jpg,2, Two dark-haired young women dressed in t-shirts are running in a race .
1605,4776015443.jpg,3, People are standing outside of a small shopping store .
1606,5504368601.jpg,3," At the fish market , a worker measures and filets a fish ."
1607,413045343.jpg,3, A group of people are talking and eating .
1608,4977153596.jpg,3, Tourists snapping shots in the city .
1609,2354456107.jpg,2, A man holds a dollar bill in front of his face while posing in front of a street band .
1610,7461670356.jpg,4, A woman watches the water as a boat goes by .
1611,2504010674.jpg,3, Two men talking to each other .
1612,3707738261.jpg,4, A girl in a pink coat plays in the leaves .
1613,438106.jpg,4, A group of little kids paintings .
1614,2554081584.jpg,3, a climber is between two large red rocks .
1615,3223973114.jpg,3, A big brown dog running .
1616,4744046556.jpg,3, Two men in a laboratory are peering through microscopes to observe slides .
1617,2103077124.jpg,1, A man in a tie-dye shirt stares at a large bubble floating through the air .
1618,314567175.jpg,3, This is an oriental chef preparing meats .
1619,2356664078.jpg,4, Three dogs running in a field .
1620,2536978777.jpg,2," A group of men wearing hard hats and OSHA safety vests , posing for a photograph ."
1621,2597954295.jpg,3, A little girl is trying to help a baby put his shoe on .
1622,5796947698.jpg,4, two guys fighting at a renaissance fair .
1623,4166823584.jpg,4, Two little girls are in a bookstore looking at a game .
1624,3681651647.jpg,4, a man wearing makeup and wearing a skimpy vest
1625,131090759.jpg,2, A man pulls a wagon full of chairs behind him down a city street .
1626,2641049916.jpg,1," A young boy wearing red , white and blue face paint and a American flag shirt leans over a decorative stone structure ."
1627,67210694.jpg,0," People standing on an observation deck looking out over Paris , the Effie tower is to the right ."
1628,3708839890.jpg,1, A black dog jumping in water in the woods .
1629,200269546.jpg,4, They are on the beach in swimming suits .
1630,3328428819.jpg,1, A group of young girls are doing repair work on the roof .
1631,421153376.jpg,1, Dog carry leash in mouth runs through marsh .
1632,3153594764.jpg,4, two old guys talking to each other
1633,4863558500.jpg,3, A row of tables and a bench outside of a restaurant .
1634,168728234.jpg,2," A man on stilts in a purple , yellow and white costume ."
1635,2390383101.jpg,2, A man is mopping and black and white checkered floor .
1636,241345596.jpg,2, Two Oklahoma Sooner football players talk on the sideline .
1637,3478471864.jpg,3, Local girl at a belly dancing class Dancer
1638,3688005475.jpg,2, A young boy is underwater in a swimming pool .
1639,4138236406.jpg,0, A group of revelers dressed in black and red outfits with horns marching through the street at night with giant sparklers .
1640,2855667597.jpg,3, Four black dogs running over grass .
1641,2478929971.jpg,4, Teenagers socializing in the shade .
1642,4464247181.jpg,4," Lady out with a elder person in wheelchair , in the sun ."
1643,873862583.jpg,3, Two women are eating out of several white dishes .
1644,105493603.jpg,2, A man and woman seated at a table together .
1645,65235150.jpg,2, Blond woman next to a man wearing a white apron holding a garbage can .
1646,23016091.jpg,4, A female athlete waves to the crowd .
1647,5214344526.jpg,4, A group of people buying food from a vendor .
1648,1056359656.jpg,3, Child sitting down looking at train ride brochure
1649,2537806838.jpg,4, Construction workers on lifts working on a building .
1650,248341940.jpg,4, A man bends down to saw stone .
1651,114051287.jpg,0, A boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .
1652,6834506532.jpg,3, Three scuba divers communicating with one another .
1653,2823575468.jpg,3, Boy wearing swim trunks holding goggles and running
1654,1188199432.jpg,2, Five small children are riding a ride that lifts them up and brings them down .
1655,4171253174.jpg,3, A blond woman in a red jacket wearing black and white striped pants .
1656,2661489896.jpg,3, a young boy wearing a hat dancing in the street
1657,3104831222.jpg,4, Man on horse that is rearing up .
1658,30605277.jpg,4, A mother helps her daughter out .
1659,7355163918.jpg,2, Two women wearing headdresses in a sandy area look to the left .
1660,2705099283.jpg,4, Group of people clapping in a circle
1661,4229894355.jpg,0, A girl infant is laying on a changing table with clothing and blankets piled next to her .
1662,15305247.jpg,1, An artist hard at work to draw a comical portrait .
1663,4493008657.jpg,4, A man and a woman enjoying nature .
1664,4740350587.jpg,4, A crowd of police officers standing in the street .
1665,2342643387.jpg,4, A young girl is riding a lion statue .
1666,2695085448.jpg,0, A woman in a black dress crouching in front of a brick wall talking on a cellphone .
1667,5488532211.jpg,1, A teacher in a pink shirt assisting young students with a lesson .
1668,3353770555.jpg,1, A person is observing photos that are in frames on a wall .
1669,1891331926.jpg,3, Man in tuxedo and straw hat holding tennis racket
1670,3084010872.jpg,4, A man and woman against a pink background smile .
1671,2062425492.jpg,0," Students taking study time to study , read paper or daydream at the window ."
1672,1877141031.jpg,1, A man in blue shirt winnowing gravel for construction purposes .
1673,4614813437.jpg,1, Two men are touching hands while holding guitars on stage .
1674,406035237.jpg,1, A young child is looking at a commuter train station from the train seat .
1675,6036142462.jpg,0," A man with brown hair , light blue button up , and white undershirt has a big smile and raised eyebrows showing a deck of cards spread out in one hand ."
1676,3258397351.jpg,3, A man interviews a boy in front of a crowd of people .
1677,319851847.jpg,1, A man with a chainsaw is carving wood into a statue of a man .
1678,3528902357.jpg,0, A bicyclist is attempting a trick while wearing minimal protective gear .
1679,3443703471.jpg,4, A dog leaps over a fence .
1680,3570800810.jpg,1, Two kids play with plastic shovels in a snowy pond .
1681,3862124975.jpg,3," A man standing next to another man accepting a check for 10,000 dollars"
1682,4468388551.jpg,2, a man dressed in a frontier uniform is holding a rifle .
1683,47082665.jpg,1, A man with a white hat and a large knife prepares food from a slaughtered animal .
1684,6321643151.jpg,2," Two men , one of which has two prosthetic legs , are walking on pavement ."
1685,7153787897.jpg,2," Two teams practicing football , one team dressed in black uniforms and the other dressed in red and white ."
1686,3620247458.jpg,3, A blond-haired girl sitting on a bed
1687,4089379359.jpg,0, Three men wearing flip-flops are crouching around a game on the ground .
1688,2618322793.jpg,0," A child wearing an orange shirt , dark blue denim shorts and sandals rides on a swing ."
1689,3065589373.jpg,2, People are getting food from a food stand by the water .
1690,515264042.jpg,2, An adolescent male is performing a skateboarding stunt in a city .
1691,3514278386.jpg,2, A woman in a baseball uniform tags another with her mitt .
1692,3353950389.jpg,2, a bunch of people drinking at a bar in a club .
1693,4888969156.jpg,4, A woman in a red dress plays an unorthodox cello .
1694,3697902123.jpg,4, A man is kneeling in front of a payment machine .
1695,215982386.jpg,3, A lady pretending she is pulling a black bear on a plank .
1696,4549977232.jpg,4, A man looking in the mirror fixing his tie .
1697,2171576939.jpg,0, A smiling boy in winter clothes waves his mittened hands outside a building in the snow .
1698,175077366.jpg,4, People walking a long a sidewalk .
1699,4653642693.jpg,4, An elderly man is in a market .
1700,3124964754.jpg,2, A man jumping a barrel while skateboarding .
1701,4649735839.jpg,2, Man with Adidas gym bag walking down sidewalk .
1702,3018304737.jpg,1, A man catches a huge wave on his surfboard .
1703,5614228719.jpg,0, A man dressed in a traditional Native American attire is playing an instrument native to his people .
1704,6337111139.jpg,0, A group of men and women dressed is formal black dresses and suits holding their music books and singing .
1705,4792134256.jpg,2, Two women are sitting at a table making a small fire .
1706,5283697807.jpg,1," A young , blond girl with large glasses holding an orange copy of "" Little People Who Became Great "" , by Laura A. Large ."
1707,2185793891.jpg,3, a little baby cries in his moms arms .
1708,2525695288.jpg,1, several people are walking in the street and one has a cigarette .
1709,4552666474.jpg,0, A person in a black shirt standing at a table where two people are sitting .
1710,3180806542.jpg,3, The snowboarder jumps off a snow covered hill .
1711,86289696.jpg,0," Two young men sitting at the end of a long table eating ; there are 3 plates full of food , two glasses with a yellow colored drink and a small orange case on the table ."
1712,4860714178.jpg,2, A man in jeans and wearing a backpack carries a white box with handles .
1713,1770036088.jpg,1, The woman is laying in bed with a young girl .
1714,6696008759.jpg,3, A man on a motorcycle surrounded by white sand .
1715,5871026012.jpg,0, A man has just teed off at a beautiful golf course with palm trees and vibrant green grass .
1716,4891151258.jpg,1," A blond woman in a taupe jacket , standing behind a small table , reaches toward two fluttering birds ."
1717,4756010841.jpg,0, A gateway with wood paneling and Asian characters opens up onto a public street .
1718,4659955938.jpg,1," Two young men are sitting on some steps next to a big multicolored painted "" 5 "" ."
1719,4231494400.jpg,4, A group hikes across a stream .
1720,4803984649.jpg,1, A man standing in front of a car is holding up his hands .
1721,5504028572.jpg,0," A blond-haired boy sits in a fetal position on a pile of rocks , his finger on a crack in the rock ."
1722,3713133789.jpg,1, a brown and white dog jumping over blue and white poles
1723,4201783749.jpg,3, Two men in winter clothes are cutting down a tree in a snowy neighborhood .
1724,3638783842.jpg,1, Two bald ladies are wearing red dresses .
1725,5921627737.jpg,1," Along a paved walkway outdoors , a person in a black windbreaker takes a photo of a multi-piece fish statue while a small white dog looks on ."
1726,2063277300.jpg,3, Three children wrestle on a floral carpet .
1727,4270193435.jpg,2, A woman walking outside while a gentleman rides on a motorcycle nearby .
1728,4797559702.jpg,4, One man in a cherry picker doing his job .
1729,1130369873.jpg,2, A brown dog is running through neck-deep water carrying a tennis ball .
1730,4764762394.jpg,0, A woman in sunglasses and a black dress holds her hand to her mouth .
1731,4446887023.jpg,1," A multiple pointed , large Cathedral or church like building ."
1732,4949488548.jpg,2, Man and women walking back to their hotel with a package in hand from shopping .
1733,3583065748.jpg,4, Two dogs run through the grass .
1734,2868798.jpg,0," Three girls are standing together in a room , one is listening , one is writing on a wall and the third is talking to them ."
1735,1131804997.jpg,0, Two men with backpacks placed in front of them sitting in front of a railing .
1736,4971935706.jpg,1, three people over a culvert looking into the water beside an alligator caution sign
1737,3463852079.jpg,0, A man is wearing black and white while looking at what a woman in gray and white is holding .
1738,2873648844.jpg,1, a white puddle wearing a yellow school jacket on a lease
1739,390892622.jpg,1, Musicians are on stage with their instruments as a row of people stand around in front of them .
1740,3496461505.jpg,1, A man in a red vest is strapping a little kid to an exercise machine .
1741,2298097636.jpg,3, Two dogs are running on the grass .
1742,9637989.jpg,0, A woman sits outside of a shop while she has some sort of sign on her lap .
1743,381976882.jpg,3, Four dogs are being walked by two owners .
1744,23017965.jpg,4, A female tennis player who needs a bra .
1745,4907832234.jpg,0," Three Asian children are on a motorized bike , with a little girl driving and two younger boys riding in the back , going past a construction site ."
1746,4602993681.jpg,3," Woman in yellow dress , surrounded by ceramic pots ."
1747,2864634088.jpg,0, A tight crowd of bicyclers make a sharp turn in a race .
1748,4829882264.jpg,4, A man stares at the sky as he smokes .
1749,1924234308.jpg,0, A girl in a bikini and sneakers makes her way out of the water and onto the rocks .
1750,3020578684.jpg,4, Four men concentrating in an office setting .
1751,4526446769.jpg,3, A group of people are gathered in the street .
1752,1273001772.jpg,2, A group of young kids play in the water on a sunny day .
1753,1457762320.jpg,4, Men in athletic clothing stand near bicycles .
1754,261436644.jpg,4," A child with a stethoscope , preparing to listen to his mother heart ."
1755,3774816278.jpg,4, People talking and having fun .
1756,373394550.jpg,0, A small child sucks his thumb while sleeping with a pink blanket on a multicolored seat .
1757,2324581814.jpg,3, three people nailing something to the wall .
1758,2591182004.jpg,1, Three young children play in a sprinkler outside a library .
1759,7979221902.jpg,0, Man in black wetsuit on his surfboard riding a blue wave with the beach and onlookers in the background .
1760,1314231418.jpg,3, Man in a red shirt jumping off a large rock .
1761,418667611.jpg,2, A surfer rides a green board over the waves .
1762,561199893.jpg,1, A man with shades and a black shirt on performing passionately on stage .
1763,772403830.jpg,3, A child in swimming trunks jumping into the ocean .
1764,8094210961.jpg,1, A man in a white tank top plays the piano accompanied by someone on guitar .
1765,4725480987.jpg,2, A man in a cap holds a vuvuzela horn and waves a large red & green flag adorned with a crest .
1766,2322797357.jpg,4, Kids forming a rock band .
1767,3179223972.jpg,2, A happy child with an Elmo shirt in the back of a car .
1768,3382679230.jpg,3, Woman in blue shirt blowing very large bubble
1769,4794461173.jpg,0, Young girl looks at camera while mother sews on the ground .
1770,2244157257.jpg,1, A woman is pushing her child in a four-wheeled cart .
1771,4427803613.jpg,1, A person dressed in winter attire is holding a red umbrella and walking in rainy weather .
1772,3722507770.jpg,2, A boy does tricks on a bicycle while in a park .
1773,2537620898.jpg,4, Technicians working in underground .
1774,2973116262.jpg,3, A rodeo competition where the contest is roping calves .
1775,4569008208.jpg,2, A young man wearing a white bandanna and top and blue towel over him is lying on the grass surrounded by 5 uniformed people .
1776,6923722761.jpg,2, A man with a purple patterned shirt and jeans is sitting on a brown recliner .
1777,4263999253.jpg,1," A young boy and a young girl bundled up , both shoveling snow in the winter ."
1778,7586156760.jpg,3, A man is lifting a woman in a ballet performance .
1779,269986132.jpg,4, A soccer game is in progress .
1780,2474047296.jpg,1, A man in a white shirt and dress pants sits just underneath a stone archway .
1781,5821129557.jpg,1, Brown-haired women presents birthday cake to blond-haired boy in front of crowd .
1782,4098382666.jpg,2, Woman stretching in a kitchen while mixing ingredients in a bowl .
1783,2906759254.jpg,4, A man concentrates on his painting .
1784,1325756278.jpg,4, A group of people are surrounding a person who is lying down .
1785,3537920947.jpg,2, Person skateboarding on a wooden bench .
1786,6845273916.jpg,0," A young boy around the age of 10 , is bowling and has just rolled the bowl down a lane ."
1787,4725033521.jpg,4, A woman is browsing in a bazaar
1788,4969485553.jpg,3, A woman and a group of children living in poverty .
1789,24321674.jpg,3, Two little boys are throwing stones into a pond .
1790,4965840286.jpg,0, A young boy drives a Power Wheels motorcycle with an American flag attached to the back .
1791,241345905.jpg,1, a football player in a red jersey getting his knee looked at by another man
1792,3525514625.jpg,2, People look on as a guy attends to a fixed gear bike under a tent .
1793,8066894280.jpg,2, Two men and a boy perform a street show for the tourists passing by .
1794,3439382048.jpg,2, A man reaches toward dunking a basketball while an audience watches .
1795,5590283636.jpg,4, A cleaning women looking into a mall trashcan
1796,4174068902.jpg,2, People crossing at a stoplight in front of a big building .
1797,128395941.jpg,3, Two people riding bikes next to a railroad .
1798,2635938723.jpg,0, The wide eyed little boy is eating a red Popsicle .
1799,2644906016.jpg,3, A troupe of dancers performs in a parade .
1800,4603790455.jpg,4, A guy and a girl are walking .
1801,7185993268.jpg,0, Several male cheerleaders hold up several female cheerleaders by one leg as they stand on a track .
1802,2889947470.jpg,2, A middle-age woman is conducting a music group in refined surroundings .
1803,4834131048.jpg,3, A man and a woman walking between two buildings .
1804,1813777902.jpg,1, A boy with a skeleton on his shirt laughs .
1805,1379026456.jpg,2, A man sits at a table in front of a computer wearing headphones .
1806,777288299.jpg,2, A blond woman serves the ball in a tennis match .
1807,2561751298.jpg,4, Girl on swing in front of building .
1808,3583258236.jpg,2, A man grilling hotdogs on a gas grill .
1809,3089742441.jpg,3, Two people wearing elaborate attire in a street .
1810,148512773.jpg,3, Two people sit upon large rocks next to a river .
1811,3298175192.jpg,1, A black and white dog rests its head on a camera .
1812,4930533574.jpg,0, An old man in dirty clothes rides a bike loaded with possessions down a busy city street .
1813,7333560206.jpg,3, Two excavators are being towed by a large truck along the highway .
1814,2715851150.jpg,0, A chef is cooking some food for a man in a green shirt .
1815,1130401779.jpg,0, Two brown dogs are creating large splashes as they run in a river .
1816,4752489179.jpg,4, Two women step on rocks in water .
1817,4425756308.jpg,0, Two women sitting on the porch in front of a very colorful stand .
1818,634940382.jpg,0, A man wearing a yellow shirt and camouflage shorts is talking to a female police officer on a bike
1819,300274198.jpg,1, A brown pitbull licks its chops as it waits for the empty food bowl to be filled .
1820,463852657.jpg,2, The girl shows the lamp to other person and she talks about how it glows .
1821,2931721215.jpg,4, A male hiker high in the mountains .
1822,6086876085.jpg,4, A old man and young women dancing at a party .
1823,403844559.jpg,4, Children getting picked up from sports practice .
1824,2363520556.jpg,0, A guy is walking his dog along with beach with children playing in the water in the background .
1825,3054997030.jpg,0, A boy in blue shorts with yellow stripes down the sides is leaping .
1826,2446244213.jpg,3," Two women on the street presenting to a crowd , possibly trying to start a riot ."
1827,3538065475.jpg,0, An Asian man in a warehouse is talking and writing on a clipboard .
1828,1512068441.jpg,1," A group of people looks up at a TV screen showing a football game , while two women stand beneath the screen talking ."
1829,6625916149.jpg,4, A boy hiding behind a wall of snow .
1830,4755080905.jpg,2, A scene in a shopping mall with streamers hanging down from above .
1831,4696332335.jpg,3, A child wearing a blue coat is playing with Legos in a large lego pit .
1832,5914789066.jpg,0, Baseball player making an attempt to hit the ball while the catcher is ready to catch the ball the ref is looking to make a call on the ball .
1833,2920516901.jpg,4, A running greyhound
1834,2936881937.jpg,0, A man looking over a bicycle 's rear wheel in the maintenance garage with various tools visible in the background .
1835,2121436056.jpg,1, A young boy with only underwear and flip-flops on walks through a doorway .
1836,3281580623.jpg,3, A brown dog is being attacked by two other dogs .
1837,2876709926.jpg,4, A lady working on a machine .
1838,2383471951.jpg,3, woman chasing child dressed in orange shirt at a playground .
1839,2884092603.jpg,1, A girl in a white shirt poses and smiles as someone holds up a peace sign behind her .
1840,4532756721.jpg,3, Two homeless men sitting at a park .
1841,7072093185.jpg,1, A man and a woman are filling syringes with what appears to be food related products .
1842,4933550892.jpg,4, A woman walking and using her phone .
1843,4450400692.jpg,0, It is a busy street with a gray tower and a golden clock face at the top and the working of the clock are somewhat visible .
1844,93311089.jpg,1, A skinny young boy squints at the camera on a beach .
1845,4610036299.jpg,0, Young girl wearing gray and pink sweater and leather boots shields her face from the camera .
1846,7811652612.jpg,0," Two men of southeast Asian descent are sitting Indian style on a bamboo floor , playing chess while two young boys watch in the foreground ."
1847,3214576889.jpg,2, A kid wearing a hat climbing in a rope playground .
1848,976414321.jpg,0, A man talking on a cellphone smiles while walking in front of a large group of people in the city .
1849,367740415.jpg,4, A child in blue with glasses .
1850,4886651712.jpg,4, A man skateboarding in front of graffiti .
1851,3433259846.jpg,0, A woman teaching a ballet class composed of small children holding colourful scarves .
1852,228280436.jpg,0, Street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .
1853,4427060473.jpg,1, A waterskier is air-borne above the water near a background of tall palm trees .
1854,2780179669.jpg,0, Woman wearing a gray hat peaking around a rock cliff hanging over an ocean short with rocks in the background .
1855,75718987.jpg,0," Three females , one a child , one young adult , and one middle-aged at delicatessen ."
1856,190966995.jpg,0, An elderly man pushes a cart with a loved one 's memorial picture down the street .
1857,180217379.jpg,4, A child is observing a chicken in a cage .
1858,2544426580.jpg,2, The baby in suspenders sits by a toy .
1859,3241726740.jpg,1, Lady in black standing and smoking with another girl sitting on the steps .
1860,3309535518.jpg,0," People are walking on the slippery road in winter , and there are two dogs : black and yellow ."
1861,4817954318.jpg,0," There are men playing the drums , while walking along the street ."
1862,2438847889.jpg,3, A woman in a red coat is holding a paper plate .
1863,3025315215.jpg,2, A brown dog running through a large orange tube .
1864,4574105974.jpg,0, Two young blond women stand in a plaza sharing a mass of white cotton candy while pedestrians pass by all around them .
1865,3331398264.jpg,2," Two women in front of a white building , one putting something in an oven ."
1866,1148889628.jpg,1, Workman standing on scaffolding against the New York City skyline .
1867,374567836.jpg,1, A little dog sits in the snow next to his green toy .
1868,4760475302.jpg,2, Two boats speed through the water at excessive speeds as they rush for the finish line .
1869,2325436092.jpg,0," The woman , in the beret , is in the process of writing information in regard to what she sees in the microscope ."
1870,6339590254.jpg,3, A group of runners is trying to complete a race .
1871,271572671.jpg,4, Two men are discussing something .
1872,2591110592.jpg,0, A child in a jeans jacket and shorts holding up a white dress as another darker-skinned child looks at it .
1873,1130295306.jpg,1, Several people walk along a waterway including a boy with a scooter .
1874,1010087623.jpg,4, Two people working on an assembly line .
1875,3465606652.jpg,3, A boy holding a racket is standing in the grass .
1876,2255280884.jpg,2, Two young girls are playing the pipe in class .
1877,4621700753.jpg,4, A crowd stands and watches a man perform on stage .
1878,4981651925.jpg,0, A man in tan shorts and black shirt is walking a very small dog in a deserted area .
1879,4912369749.jpg,4, A female diver captured before she unfolds into her dive .
1880,4797124142.jpg,2, A man in a red tank top licking the face of another man .
1881,3983185073.jpg,3, A young woman looks over an old rusty truck .
1882,161987106.jpg,3," A man in a striped shirt , conducting a chorus for practice ."
1883,3097196395.jpg,3, two dogs race across the track .
1884,3863320547.jpg,1," Two men , one holding a cigarette , sitting at a table outdoors on the street ."
1885,3516312179.jpg,4, A girl swings a bat during a softball game .
1886,1403608604.jpg,3, A mother and son enjoy so lunch at a Mexican restaurant .
1887,3561543598.jpg,0," Men in uniform , with flags , are gathered outdoors for a ceremony ."
1888,1456630952.jpg,4, A boy plays outside near a wooden fence .
1889,173499538.jpg,1, A group of adults and children are at an amusement park watching over a railing .
1890,6979479436.jpg,4, A man in goggle swimming .
1891,7036852925.jpg,3, Professional hockey players are eagerly fighting for the puck .
1892,1287768104.jpg,1," In the midst of a crowd of people , a woman in a black t-shirt has her arm around a man in a brown hat ."
1893,6098279409.jpg,4, Three people stand in a muddy lake and fish with a net .
1894,86256551.jpg,4, The chef is preparing a meal .
1895,5967467152.jpg,1," A man is doing a cannon ball into a pool , stadium chairs fill the background ."
1896,3602603745.jpg,2," A young boy dressed in a t-shirt bearing scars on his arm , browses through a book ."
1897,2700788458.jpg,4, Woman trying to punch man .
1898,82506738.jpg,4, A camp out event in party cloudy weather .
1899,6656881593.jpg,2, A rider mid-jump on a snowmobile during a race .
1900,3493244032.jpg,0," A young girl in a pink shirt and brown hair plays with a barbie doll , a large dollhouse is in the background ."
1901,3704642429.jpg,4, She is screaming into the microphone .
1902,2552931945.jpg,2, A man in a green hat sits on the ground playing an acoustic guitar .
1903,4621393910.jpg,1, The French flag is being displayed along with two men are leaning out of windows .
1904,6146405403.jpg,1, Three men cut a hole in a frozen lake in preparation for ice fishing .
1905,4861232893.jpg,0," Two young boys wearing shorts , no shirt , and blue crocs , standing on a rock posing for a photo with an open field and trees in the background ."
1906,1052358063.jpg,0, A little boy skateboarder is doing a trick on his board while another young skateboarder watches .
1907,4796742329.jpg,4, A man walking and carrying a notebook .
1908,6678735.jpg,2, Three children practice karate in uniforms .
1909,4493639153.jpg,0," A woman in a mermaid costume stands on a city street , in front of a red telephone booth ."
1910,4974671375.jpg,0, Picture of five people sitting on surfboards in the water .
1911,1698995792.jpg,4, People walk past a man clad in a robe .
1912,3651690772.jpg,1, A girl with dreadlocks tries to hit a ball on a waterlogged put-put course .
1913,2125356719.jpg,3, A man looking into a handheld video camera .
1914,701383584.jpg,2, A man with his dog outside in the forest in the summer time with backpacks .
1915,4776765749.jpg,3, The man in the white shirt is in the clothes making process .
1916,3197997864.jpg,3, A little boy with blue jeans runs on the leaves in the woods .
1917,4615629011.jpg,1, A statue of a young woman with her hands behind her head .
1918,2273799395.jpg,3, A group of skiers head up an incline in the snow .
1919,2731298834.jpg,1, A woman swimming with two children in blue life vests
1920,693450725.jpg,2, A closeup of a brown dog in front of a building .
1921,5893980467.jpg,3, Two children are playing next to a fountain that is getting them wet .
1922,2468906010.jpg,4, Girls are playing volleyball .
1923,2339533906.jpg,0, A group of roller derby athletes dressed in black and skating the rink .
